stock symbol,name,macro,sector,industry,basic_industry,total_shares
ITC,ITC LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,0.0
ITCHOTELS,ITC HOTELS LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
ITI,ITI LTD,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,0.0
J&KBANK,J & K BANK LTD.,,,,,0.0
JAINREC,JAIN RESOURCE RECYCLING L,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,0.0
JBCHEPHARM,J B CHEMICALS AND PHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
JBMA,JBM AUTO LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
JINDALSAW,JINDAL SAW LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
JINDALSTEL,JINDAL STEEL LIMITED,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,0.0
JKCEMENT,JK CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
JKTYRE,JK TYRE & INDUSTRIES LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,0.0
JMFINANCIL,JM FINANCIAL LIMITED,Financial Services,Financial Services,Finance,Holding Company,0.0
JPPOWER,JAIPRAKASH POWER VEN. LTD,Utilities,Power,Power,Power Generation,0.0
JSL,JINDAL STAINLESS LIMITED,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,0.0
JSWCEMENT,JSW CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
JSWENERGY,JSW ENERGY LIMITED,Utilities,Power,Power,Power Generation,0.0
JSWINFRA,JSW INFRASTRUCTURE LTD,Services,Services,Transport Infrastructure,Port & Port services,2083069682.0
JSWSTEEL,JSW STEEL LIMITED,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,0.0
JUBLFOOD,JUBILANT FOODWORKS LTD,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,0.0
JUBLINGREA,JUBILANT INGREVIA LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
JUBLPHARMA,JUBILANT PHARMOVA LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
JWL,JUPITER WAGONS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,0.0
JYOTICNC,JYOTI CNC AUTOMATION LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
KAJARIACER,KAJARIA CERAMICS LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,0.0
KALYANKJIL,KALYAN JEWELLERS IND LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
KARURVYSYA,KARUR VYSYA BANK LTD,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
KAYNES,KAYNES TECHNOLOGY IND LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
KEC,KEC INTL. LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
KEI,KEI INDUSTRIES LTD.,Industrials,Capital Goods,Industrial Products,Cables - Electricals,0.0
KFINTECH,KFIN TECHNOLOGIES LIMITED,Financial Services,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,0.0
KIMS,KRISHNA INST OF MED SCI L,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
KIRLOSENG,KIRLOSKAR OIL ENG LTD,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,0.0
KOTAKBANK,KOTAK MAHINDRA BANK LTD,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
KPIL,KALPATARU PROJECT INT LTD,Industrials,Construction,Construction,Civil Construction,0.0
KPITTECH,KPIT TECHNOLOGIES LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
KPRMILL,KPR MILL LTD.,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
LALPATHLAB,DR. LAL PATH LABS LTD.,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,0.0
LATENTVIEW,LATENT VIEW ANALYTICS LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
LAURUSLABS,LAURUS LABS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
LEMONTREE,LEMON TREE HOTELS LTD,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
LENSKART,LENSKART SOLUTIONS LTD,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,0.0
LGEINDIA,LG ELECTRONICS INDIA LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
LICHSGFIN,LIC HOUSING FINANCE LTD,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
LICI,LIFE INSURA CORP OF INDIA,Financial Services,Financial Services,Insurance,Life Insurance,0.0
LINDEINDIA,LINDE INDIA LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,0.0
LLOYDSME,LLOYDS METALS N ENERGY L,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,0.0
LODHA,LODHA DEVELOPERS LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
LT,LARSEN & TOUBRO LTD.,Industrials,Construction,Construction,Civil Construction,0.0
LTF,L&T FINANCE LIMITED,Financial Services,Financial Services,Finance,Investment Company,0.0
LTFOODS,LT FOODS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,0.0
LTM,LTIMINDTREE LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
LTTS,L&T TECHNOLOGY SER. LTD.,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
LUPIN,LUPIN LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
M&M,MAHINDRA & MAHINDRA LTD,,,,,0.0
M&MFIN,M&M FIN. SERVICES LTD,,,,,0.0
MAHABANK,BANK OF MAHARASHTRA,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
MANAPPURAM,MANAPPURAM FINANCE LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
MANKIND,MANKIND PHARMA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,Information Technology,Information Technology,IT - Software,Software Products,0.0
MARICO,MARICO LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,0.0
MARUTI,MARUTI SUZUKI INDIA LTD.,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,0.0
MAXHEALTH,MAX HEALTHCARE INS LTD,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,0.0
MCX,MULTI COMMODITY EXCHANGE,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,0.0
MEDANTA,GLOBAL HEALTH LIMITED,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
MEESHO,MEESHO LIMITED,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
MFSL,MAX FINANCIAL SERV LTD,Financial Services,Financial Services,Insurance,Life Insurance,0.0
MGL,MAHANAGAR GAS LTD.,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,0.0
MINDACORP,MINDA CORPORATION LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
MMTC,MMTC LIMITED,Services,Services,Commercial Services & Supplies,Trading & Distributors,0.0
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
MOTILALOFS,MOTILAL OSWAL FIN LTD,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
MPHASIS,MPHASIS LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
MRF,MRF LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,0.0
MRPL,MRPL,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,0.0
MSUMI,MOTHERSON SUMI WRNG IND L,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
NAM-INDIA,NIPPON L I A M LTD,Financial Services,Financial Services,Capital Markets,Asset Management Company,0.0
NATCOPHARM,NATCO PHARMA LTD.,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
NATIONALUM,NATIONAL ALUMINIUM CO LTD,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,0.0
NAUKRI,INFO EDGE (I) LTD,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,0.0
NAVA,NAVA LIMITED,Utilities,Power,Power,Power Generation,0.0
NAVINFLUOR,NAVIN FLUORINE INT. LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
NBCC,NBCC (INDIA) LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
NESTLEIND,NESTLE INDIA LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,0.0
NETWEB,NETWEB TECH INDIA LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
NEULANDLAB,NEULAND LAB LTD.,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
NEWGEN,NEWGEN SOFTWARE TECH LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
NH,NARAYANA HRUDAYALAYA LTD.,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
NHPC,NHPC LTD,Utilities,Power,Power,Power Generation,0.0
NIACL,THE NEW INDIA ASSU CO LTD,Financial Services,Financial Services,Insurance,General Insurance,0.0
NIVABUPA,NIVA BUPA HEALTH INS CO L,Financial Services,Financial Services,Insurance,General Insurance,0.0
NLCINDIA,NLC INDIA LIMITED,Utilities,Power,Power,Power Generation,0.0
NMDC,NMDC LTD.,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,0.0
NSLNISP,NMDC STEEL LIMITED,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,0.0
NTPC,NTPC LTD,Utilities,Power,Power,Power Generation,0.0
NTPCGREEN,NTPC GREEN ENERGY LIMITED,Utilities,Power,Power,Power Generation,0.0
NUVAMA,NUVAMA WEALTH MANAGE LTD,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
NUVOCO,NUVOCO VISTAS CORP LTD,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
NYKAA,FSN E COMMERCE VENTURES,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
OBEROIRLTY,OBEROI REALTY LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
OFSS,ORACLE FIN SERV SOFT LTD.,Information Technology,Information Technology,IT - Software,Software Products,0.0
OIL,OIL INDIA LTD,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,0.0
OLAELEC,OLA ELECTRIC MOBILITY LTD,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,0.0
OLECTRA,OLECTRA GREENTECH LIMITED,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,0.0
ONESOURCE,ONESOURCE SPECL PHARMA L,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
ONGC,OIL AND NATURAL GAS CORP.,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,0.0
PAGEIND,PAGE INDUSTRIES LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
PARADEEP,PARADEEP PHOSPHATES LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,0.0
PATANJALI,PATANJALI FOODS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,0.0
PAYTM,ONE 97 COMMUNICATIONS LTD,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),0.0
PCBL,PCBL CHEMICAL LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,0.0
PERSISTENT,PERSISTENT SYSTEMS LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
PETRONET,PETRONET LNG LIMITED,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,0.0
PFC,POWER FIN CORP LTD.,Financial Services,Financial Services,Finance,Financial Institution,0.0
PFIZER,PFIZER LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
PGEL,PG ELECTROPLAST LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,0.0
PHOENIXLTD,THE PHOENIX MILLS LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
PIDILITIND,PIDILITE INDUSTRIES LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
PIIND,PI INDUSTRIES LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
PINELABS,PINE LABS LIMITED,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),0.0
PIRAMALFIN,PIRAMAL FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
PNB,PUNJAB NATIONAL BANK,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
PNBHOUSING,PNB HOUSING FIN LTD.,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
POLICYBZR,PB FINTECH LIMITED,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),0.0
AADHARHFC,AADHAR HOUSING FINANCE L,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
POLYCAB,POLYCAB INDIA LIMITED,Industrials,Capital Goods,Industrial Products,Cables - Electricals,0.0
POLYMED,POLY MEDICURE LIMITED,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,0.0
POONAWALLA,POONAWALLA FINCORP LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
POWERINDIA,HITACHI ENERGY INDIA LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,44572365.0
PPLPHARMA,PIRAMAL PHARMA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
PREMIERENE,PREMIER ENERGIES LIMITED,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
PRESTIGE,PRESTIGE ESTATE LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
PTCIL,PTC INDUSTRIES LIMITED,Industrials,Capital Goods,Industrial Products,Other Industrial Products,0.0
PVRINOX,PVR INOX LIMITED,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,0.0
PWL,PHYSICSWALLAH LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,0.0
RADICO,RADICO KHAITAN LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,0.0
RAILTEL,RAILTEL CORP OF IND LTD,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,0.0
RAMCOCEM,THE RAMCO CEMENTS LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
RBLBANK,RBL BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
RECLTD,REC LIMITED,Financial Services,Financial Services,Finance,Financial Institution,0.0
REDINGTON,REDINGTON LIMITED,Services,Services,Commercial Services & Supplies,Trading & Distributors,0.0
RELIANCE,RELIANCE INDUSTRIES LTD,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,0.0
RHIM,RHI MAGNESITA INDIA LTD,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,0.0
RITES,RITES LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
RKFORGE,RAMKRISHNA FORGINGS LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
RPOWER,RELIANCE POWER LTD.,Utilities,Power,Power,Power Generation,0.0
RRKABEL,R R KABEL LIMITED,Industrials,Capital Goods,Industrial Products,Cables - Electricals,0.0
RVNL,RAIL VIKAS NIGAM LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
SAGILITY,SAGILITY LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
SAIL,STEEL AUTHORITY OF INDIA,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,0.0
SAILIFE,SAI LIFE SCIENCES LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SAMMAANCAP,SAMMAAN CAPITAL LIMITED,Financial Services,Financial Services,Finance,Housing Finance Company,0.0
SAPPHIRE,SAPPHIRE FOODS INDIA LTD,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,0.0
SARDAEN,SARDA ENERGY & MIN LTD,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,0.0
SAREGAMA,SAREGAMA INDIA LIMITED,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,0.0
SBFC,SBFC FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
SBICARD,SBI CARDS & PAY SER LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
SBILIFE,SBI LIFE INSURANCE CO LTD,Financial Services,Financial Services,Insurance,Life Insurance,0.0
SBIN,STATE BANK OF INDIA,Financial Services,Financial Services,Banks,Public Sector Bank,0.0
SCHAEFFLER,SCHAEFFLER INDIA LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SCI,SHIPPING CORP OF INDIA LT,Services,Services,Transport Services,Shipping,465322943.0
SHREECEM,SHREE CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
SHRIRAMFIN,SHRIRAM FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
SHYAMMETL,SHYAM METALICS AND ENGY L,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
SIEMENS,SIEMENS LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,356120516.0
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
SJVN,SJVN LTD,Utilities,Power,Power,Power Generation,0.0
SOBHA,SOBHA LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
SOLARINDS,SOLAR INDUSTRIES (I) LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,0.0
SONACOMS,SONA BLW PRECISION FRGS L,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SONATSOFTW,SONATA SOFTWARE LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
SPLPETRO,SUPREME PETROCHEM LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,0.0
STARHEALTH,STAR HEALTH & AL INS CO L,Financial Services,Financial Services,Insurance,General Insurance,0.0
SUMICHEM,SUMITOMO CHEM INDIA LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
SUNDARMFIN,SUNDARAM FINANCE LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
SUNPHARMA,SUN PHARMACEUTICAL IND L,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SUNTV,SUN TV NETWORK LIMITED,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,0.0
SUPREMEIND,SUPREME INDUSTRIES LTD,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,0.0
SUZLON,SUZLON ENERGY LIMITED,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,13715485282.0
SWANCORP,SWAN CORP LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,0.0
SWIGGY,SWIGGY LIMITED,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
SYNGENE,SYNGENE INTERNATIONAL LTD,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,0.0
SYRMA,SYRMA SGS TECHNOLOGY LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
TARIL,TRANS & RECTI. LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,300165829.0
TATACAP,TATA CAPITAL LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
