Date,Promoter,Public
2026-03-31,67.79,32.21
2025-12-31,67.79,32.21
2025-09-30,67.79,32.21
2025-06-30,67.79,32.21
2025-03-31,67.75,32.25
2024-12-31,67.75,32.25
2024-09-30,67.75,32.25
2024-09-02,67.75,32.25
