Date,Promoter,Public
2026-03-31,55.84,44.16
2025-12-31,55.84,44.16
2025-09-30,55.42,44.58
2025-06-30,55.42,44.58
2025-03-31,60.32,39.68
2025-03-03,60.32,39.68
2024-12-31,65.9,34.1
2024-09-30,65.9,34.1
2024-06-30,65.9,34.1
2024-03-31,65.9,34.1
2023-12-31,65.9,34.1
2023-12-26,65.9,34.1
