Date,Promoter,Public
2026-03-31,33.92,66.08
2025-12-31,33.02,66.98
2025-09-30,32.32,67.68
2025-06-30,32.32,67.68
2025-03-31,32.32,67.68
2024-12-31,32.32,67.68
2024-09-30,32.32,67.68
2024-06-30,32.32,67.68
2024-03-31,32.32,67.68
2023-12-31,32.32,67.68
2023-09-30,32.32,67.68
2023-06-30,32.32,67.68
2023-03-31,32.32,67.68
2022-12-31,32.12,67.88
2022-09-30,32.12,67.88
2022-06-30,32.12,67.88
2022-03-31,32.12,67.88
2022-03-04,32.12,67.88
