Date,Promoter,Public
2026-03-31,83.62,15.68
2025-12-31,83.62,15.64
2025-09-30,83.62,15.5
2025-06-30,83.62,15.43
2025-03-31,85.62,13.12
2024-12-31,85.62,13.09
2024-09-30,85.62,13.03
2024-06-30,85.61,12.69
2024-03-31,85.61,12.08
2023-12-31,85.61,11.7
2023-09-30,85.61,11.2
2023-09-28,85.61,11.2
