Date,Promoter,Public
2026-03-31,53.39,46.61
2026-03-05,53.39,46.61
2025-12-31,55.01,44.99
2025-09-30,54.93,45.07
2025-06-30,53.74,46.26
2025-04-26,53.74,46.26
2025-03-31,53.08,46.92
2025-02-06,53.08,46.92
2024-12-31,53.08,46.92
