Date,Promoter,Public
2026-03-31,65.72,34.28
2025-12-31,65.72,34.28
2025-09-30,65.72,34.28
2025-06-30,65.72,34.28
2025-03-31,65.72,34.28
2024-12-31,65.72,34.28
2024-09-30,65.96,34.04
2024-06-30,66.02,33.98
2024-03-31,66.02,33.98
2023-12-31,66.02,33.98
2023-09-30,66.02,33.98
2023-06-30,66.02,33.98
2023-03-31,67.0,33.0
2022-12-31,67.0,33.0
2022-09-30,67.0,33.0
2022-09-01,67.0,33.0
