Date,Promoter,Public
2026-03-31,71.12,28.88
2025-12-31,71.12,28.88
2025-09-30,71.12,28.88
2025-06-30,71.12,28.88
2025-03-31,71.12,28.88
2024-12-31,71.12,28.88
2024-12-25,71.12,28.88
